           , N1           , N2           , N3           , N4           , N5           , N6           , N7           , N8           , N9           , N10          , N11          , N12         
1991-02-03 , 0.0273142567 , 0.0013395803 , 0.0019966125 , 0.0273142567 , 0.0023207629 , 0.0029430459 , 0.0065419233 , 0.0067235063 , 0.0273142567 , 0.0017004719 , 0.0043020318 , 0.0031648776
1991-02-04 , 0.0268810396 , 0.0013036656 , 0.0019461736 , 0.0268810396 , 0.0022736761 , 0.0028781255 , 0.0064254902 , 0.0065499094 , 0.0268810396 , 0.0016670827 , 0.0042206516 , 0.0030855109
1991-02-05 , 0.0264556302 , 0.0012688954 , 0.0018972962 , 0.0264556302 , 0.0022279208 , 0.0028151124 , 0.0063121478 , 0.0063817377 , 0.0264556302 , 0.0016346261 , 0.0041414754 , 0.0030085881
1991-02-06 , 0.02604793803, 0.0012352273 , 0.0018499302 , 0.0260479380 , 0.0021834550 , 0.0027539640 , 0.0062017688 , 0.0062188467 , 0.0260479380 , 0.0016030699 , 0.0040644716 , 0.0029340885
1991-02-07 , 0.0256561385 , 0.0012026327 , 0.0018040551 , 0.0256561385 , 0.0021402464 , 0.0026946033 , 0.0060942932 , 0.0060610523 , 0.0256561385 , 0.00157239   , 0.0039895445 , 0.0028618636
1991-02-08 , 0.0253505407 , 0.0011710696 , 0.0017595892 , 0.0253505407 , 0.0020982459 , 0.0026369801 , 0.0059895974 , 0.0059081536 , 0.0253505407 , 0.0015425505 , 0.0039166485 , 0.0027918779
1991-02-09 , 0.0249947124 , 0.0011405026 , 0.0017164830 , 0.0249947124 , 0.0020574286 , 0.0025810313 , 0.0058876109 , 0.0057600444 , 0.0249947124 , 0.0015135306 , 0.0038456951 , 0.0027240329
1991-02-10 , 0.0248941775 , 0.0011108893 , 0.0016747086 , 0.0248941775 , 0.0020177275 , 0.0025267070 , 0.0057882449 , 0.0056165130 , 0.0248941775 , 0.0014853160 , 0.0037766492 , 0.0026583071
1991-02-11 , 0.0246671571 , 0.0010822295 , 0.0016342162 , 0.0246671571 , 0.0019791391 , 0.0024739406 , 0.0056914153 , 0.0054774426 , 0.0246671571 , 0.0014578465 , 0.0037094291 , 0.0025945451
1991-02-12 , 0.0242907665 , 0.0010544670 , 0.0015949743 , 0.0242907665 , 0.0019415996 , 0.0024227106 , 0.0055970475 , 0.0053426601 , 0.0242907665 , 0.0014311295 , 0.0036439966 , 0.0025327575
1991-02-13 , 0.0239364818 , 0.0010275593 , 0.0015569333 , 0.0239364818 , 0.0019051092 , 0.0023729323 , 0.0055050602 , 0.0052120421 , 0.0239364818 , 0.0014051296 , 0.0035802699 , 0.0024728352
1991-02-14 , 0.0235719769 , 0.0010014922 , 0.0015200331 , 0.0235719769 , 0.0018695884 , 0.0023245811 , 0.0054153866 , 0.0050854435 , 0.0235719769 , 0.0013798253 , 0.0035182141 , 0.0024147423
1991-02-15 , 0.0232395437 , 0.0009762516 , 0.0014842633 , 0.0232395437 , 0.0018350442 , 0.0022776073 , 0.0053279452 , 0.0049627163 , 0.0232395437 , 0.0013551924 , 0.0034577616 , 0.0023584083
1991-02-16 , 0.0233629598 , 0.0009517881 , 0.0014495778 , 0.0233629598 , 0.0018014395 , 0.0022319651 , 0.0052426692 , 0.0048437613 , 0.0233629598 , 0.0013312021 , 0.0033989022 , 0.0023037734
1991-02-17 , 0.0231872665 , 0.0009281510 , 0.0014159449 , 0.0231872665 , 0.0017687268 , 0.0021876052 , 0.0051594875 , 0.0047284161 , 0.0231872665 , 0.0013078654 , 0.0033415228 , 0.0022507774
1991-02-18 , 0.0228189274 , 0.0009141002 , 0.0013924034 , 0.0228189274 , 0.0017392247 , 0.0021524571 , 0.0050828862 , 0.0046535137 , 0.0228189274 , 0.0012863582 , 0.0032901057 , 0.002213962 
1991-02-19 , 0.02249360263, 0.0009630839 , 0.0014312814 , 0.0224936026 , 0.001729642  , 0.0021694995 , 0.0050454969 , 0.0048313811 , 0.0224936026 , 0.0012760339 , 0.0032709828 , 0.0022835943
1991-02-20 , 0.02221061392, 0.0010477348 , 0.0015271928 , 0.0222106139 , 0.0017452911 , 0.0022482200 , 0.0050587195 , 0.0052307694 , 0.0222106139 , 0.0012808481 , 0.0032925075 , 0.0024387784
1991-02-21 , 0.0219378931 , 0.0011482379 , 0.0016410404 , 0.0219378931 , 0.0017693766 , 0.002351881  , 0.0050899223 , 0.0057114142 , 0.0219378931 , 0.0012910913 , 0.0033297255 , 0.0026198069
1991-02-22 , 0.0216383245 , 0.0011463588 , 0.0016373387 , 0.0216383245 , 0.0017704751 , 0.0023777360 , 0.0050733973 , 0.0057024920 , 0.0216383245 , 0.0012867609 , 0.0033226578 , 0.0026031705
1991-02-23 , 0.0213677618 , 0.0012507863 , 0.0017249495 , 0.0213677618 , 0.0017854372 , 0.0024623905 , 0.0050736145 , 0.0060544049 , 0.0213677618 , 0.0012874849 , 0.0033270836 , 0.0027683046
1991-02-24 , 0.0250073044 , 0.0025092442 , 0.0034481189 , 0.0250073044 , 0.0029003885 , 0.0045828184 , 0.007431818  , 0.0133128484 , 0.0250073044 , 0.0019746851 , 0.0052650309 , 0.0054806815
1991-02-25 , 0.03302111454, 0.0045441096 , 0.0063212925 , 0.0330211145 , 0.0047233299 , 0.0081770862 , 0.0116400258 , 0.0255018021 , 0.0330211145 , 0.0032212504 , 0.0085873428 , 0.0100267338
1991-02-26 , 0.0394603729 , 0.0064353518 , 0.0088758115 , 0.0394603729 , 0.0063323550 , 0.0114200239 , 0.0153299260 , 0.0363696274 , 0.0394603729 , 0.0043570766 , 0.0115621424 , 0.0140184190
1991-02-27 , 0.04377301184, 0.0077849918 , 0.0106140137 , 0.0437730118 , 0.0073738839 , 0.0136855090 , 0.0177944890 , 0.0438323267 , 0.0437730118 , 0.0051323996 , 0.0135491264 , 0.0167266563
1991-02-28 , 0.042851826  , 0.0074075486 , 0.0099458481 , 0.042851826  , 0.0067206242 , 0.0127476515 , 0.0165733267 , 0.0403339103 , 0.042851826  , 0.0047409905 , 0.0124579817 , 0.0157997414
1991-03-01 , 0.0406785259 , 0.0064311556 , 0.0082170698 , 0.0406785259 , 0.0056506475 , 0.0100336428 , 0.0138293442 , 0.0308132807 , 0.0406785259 , 0.0038000883 , 0.0098759050 , 0.0135892938
1991-03-02 , 0.03997972634, 0.0063596655 , 0.0078824644 , 0.0399797263 , 0.0056495454 , 0.0092407649 , 0.0134773607 , 0.0286820094 , 0.0399797263 , 0.0037216469 , 0.0091833043 , 0.0132375646
1991-03-03 , 0.0396822717 , 0.0066121983 , 0.0080713484 , 0.0396822717 , 0.0058557652 , 0.0095032656 , 0.0137381200 , 0.0289692631 , 0.0396822717 , 0.0038276672 , 0.0093660848 , 0.0136007521
1991-03-04 , 0.04061613444, 0.0075321903 , 0.0091556124 , 0.0406161344 , 0.0065823979 , 0.0108723393 , 0.0150234858 , 0.0328205249 , 0.0406161344 , 0.0042826898 , 0.0104305692 , 0.0153389825
1991-03-05 , 0.042534475  , 0.0094449078 , 0.0114662736 , 0.042534475  , 0.0076756653 , 0.0134693217 , 0.0170366146 , 0.0401620369 , 0.042534475  , 0.0049192498 , 0.0120904711 , 0.0188109502
1991-03-06 , 0.04309472684, 0.0115037423 , 0.0137292792 , 0.0430947268 , 0.0083249762 , 0.0154949330 , 0.0183069158 , 0.0456077574 , 0.0430947268 , 0.0052555931 , 0.0130484475 , 0.022000673 
1991-03-07 , 0.0450299334 , 0.0141870286 , 0.0167597734 , 0.0450299334 , 0.0098731924 , 0.0186844154 , 0.0208394579 , 0.0528338962 , 0.0450299334 , 0.0059720993 , 0.0148184882 , 0.0266392460
1991-03-08 , 0.0580031713 , 0.0213408292 , 0.0249358848 , 0.0580031713 , 0.015859837  , 0.0279047648 , 0.0312660641 , 0.0771520119 , 0.0580031713 , 0.0098666862 , 0.0230674885 , 0.0390498409
1991-03-09 , 0.0814545455 , 0.0348401105 , 0.0410578410 , 0.0814545455 , 0.0315971516 , 0.0492969937 , 0.0543319419 , 0.1288825140 , 0.0814545455 , 0.0190675523 , 0.0390921698 , 0.0687112313
1991-03-10 , 0.0719839732 , 0.0314303927 , 0.0380735608 , 0.0719839732 , 0.0290791758 , 0.0449873465 , 0.0493139903 , 0.1182818377 , 0.0719839732 , 0.0174286452 , 0.0354498263 , 0.0617172807
1991-03-11 , 0.0626368911 , 0.0267596210 , 0.0324582700 , 0.0626368911 , 0.0237262867 , 0.0371812042 , 0.0414302826 , 0.1008898983 , 0.0626368911 , 0.0145298145 , 0.0303252467 , 0.0519279763
1991-03-12 , 0.06200325584, 0.0238421970 , 0.0299387049 , 0.0620032558 , 0.0205885781 , 0.0339632669 , 0.0381513454 , 0.0925185027 , 0.0620032558 , 0.0129999654 , 0.0280573668 , 0.0471549139
1991-03-13 , 0.0664089768 , 0.0226191767 , 0.0295840511 , 0.0664089768 , 0.0201592268 , 0.0341271859 , 0.0385705524 , 0.092609575  , 0.0664089768 , 0.0129249006 , 0.0285448427 , 0.0463066101
1991-03-14 , 0.0731986081 , 0.0222166838 , 0.0302143237 , 0.0731986081 , 0.0214786671 , 0.0360182586 , 0.0410549164 , 0.0969931425 , 0.0731986081 , 0.0136522645 , 0.0304551160 , 0.0474596375
1991-03-15 , 0.075361711  , 0.0221106635 , 0.0306253504 , 0.075361711  , 0.0223109068 , 0.0372562268 , 0.0422194728 , 0.0998439364 , 0.075361711  , 0.0139795939 , 0.0312621787 , 0.0484143857
1991-03-16 , 0.0842827267 , 0.0224706579 , 0.0317671599 , 0.0842827267 , 0.0242325253 , 0.0394864401 , 0.0455861267 , 0.1047371757 , 0.0842827267 , 0.0151823256 , 0.0337927077 , 0.0489171911
1991-03-17 , 0.0851176015 , 0.0232632108 , 0.0326923229 , 0.0851176015 , 0.0250189604 , 0.0409896002 , 0.0466076745 , 0.1076016744 , 0.0851176015 , 0.0154929407 , 0.0343615073 , 0.0485794632
1991-03-18 , 0.0780700684 , 0.0222698070 , 0.0306737547 , 0.0780700684 , 0.0224308862 , 0.0370611968 , 0.0421857056 , 0.0970218517 , 0.0780700684 , 0.0140716129 , 0.0309113820 , 0.0436469466
1991-03-19 , 0.0802696369 , 0.0208623814 , 0.0287515146 , 0.0802696369 , 0.0215269582 , 0.0355414497 , 0.040213154  , 0.088202752  , 0.0802696369 , 0.0133577558 , 0.0294152578 , 0.0403190330
1991-03-20 , 0.0955956141 , 0.0240704572 , 0.031165681  , 0.0955956141 , 0.0271151083 , 0.0426086426 , 0.0486945258 , 0.0938223097 , 0.0955956141 , 0.0166885376 , 0.0355219239 , 0.0453619498
1991-03-21 , 0.1126069316 , 0.0272687558 , 0.0335528902 , 0.1126069316 , 0.0330575589 , 0.0501124347 , 0.0578241702 , 0.0977440727 , 0.1126069316 , 0.0204016509 , 0.0423755787 , 0.0513565629
1991-03-22 , 0.1362802717 , 0.0343719482 , 0.0443794533 , 0.1362802717 , 0.0433970699 , 0.0626121804 , 0.0732261092 , 0.1165573684 , 0.1362802717 , 0.0276158650 , 0.0535303751 , 0.0693744236
1991-03-23 , 0.1259665595 , 0.0344342266 , 0.0432326705 , 0.1259665595 , 0.0410789772 , 0.0593101219 , 0.0692895678 , 0.1118468108 , 0.1259665595 , 0.0261383621 , 0.0498588843 , 0.0673290112
1991-03-24 , 0.1253661403 , 0.0329653704 , 0.0407532868 , 0.1253661403 , 0.0385743601 , 0.0552829601 , 0.0657018732 , 0.1079279582 , 0.1253661403 , 0.0242260968 , 0.0475977013 , 0.0638036091
1991-03-25 , 0.1482917221 , 0.0355967203 , 0.0459179913 , 0.1482917221 , 0.0437065971 , 0.0619407370 , 0.0744093154 , 0.1265728421 , 0.1482917221 , 0.0274688156 , 0.0544559337 , 0.0719658745
1991-03-26 , 0.1347878068 , 0.0338764332 , 0.0446382874 , 0.1347878068 , 0.0409446434 , 0.0576948377 , 0.0696154700 , 0.1219462077 , 0.1347878068 , 0.0255913628 , 0.0509478251 , 0.0687128137
1991-03-27 , 0.1121631269 , 0.0290083143 , 0.0374632093 , 0.1121631269 , 0.0334470820 , 0.0466772574 , 0.0579912115 , 0.0992509912 , 0.1121631269 , 0.0211303710 , 0.0422153895 , 0.0570337932
1991-03-28 , 0.1041937934 , 0.0235456114 , 0.0308190240 , 0.1041937934 , 0.0270187094 , 0.0380269933 , 0.0493496083 , 0.0788551048 , 0.1041937934 , 0.0177331995 , 0.0360130309 , 0.0460288153
1991-03-29 , 0.0989514386 , 0.0183003178 , 0.0247563115 , 0.0989514386 , 0.0224718446 , 0.0315870778 , 0.0422266642 , 0.0623099433 , 0.0989514386 , 0.0147189952 , 0.0305084511 , 0.0371652391
1991-03-30 , 0.0944424382 , 0.0144101743 , 0.0205397995 , 0.0944424382 , 0.0202283224 , 0.0276876379 , 0.0376969372 , 0.0528720997 , 0.0944424382 , 0.0130749172 , 0.0267574168 , 0.0323310003
1991-03-31 , 0.0952001996 , 0.0127818355 , 0.0189367223 , 0.0952001996 , 0.0203641397 , 0.0265956171 , 0.0370657179 , 0.0511206168 , 0.0952001996 , 0.0132821260 , 0.0263474922 , 0.0308064779
1991-04-01 , 0.0995799453 , 0.0131151552 , 0.0194383691 , 0.0995799453 , 0.0218574665 , 0.0282655786 , 0.0394247691 , 0.0526998167 , 0.0995799453 , 0.0141702723 , 0.0282474799 , 0.0319746229
1991-04-02 , 0.1283251162 , 0.0159285934 , 0.0236667210 , 0.1283251162 , 0.0283224034 , 0.0358277497 , 0.0520527593 , 0.0631763316 , 0.1283251162 , 0.0183846651 , 0.0377198394 , 0.0391983031
1991-04-03 , 0.1592379959 , 0.0202157479 , 0.0295742458 , 0.1592379959 , 0.0376216605 , 0.0462428905 , 0.0676631786 , 0.0799245198 , 0.1592379959 , 0.0243410746 , 0.0497776172 , 0.0493907787
1991-04-04 , 0.1519555834 , 0.0218478167 , 0.0295624344 , 0.1519555834 , 0.0401466652 , 0.0470262881 , 0.0703932021 , 0.0860999213 , 0.1519555834 , 0.0258521186 , 0.0518061320 , 0.0504668058
1991-04-05 , 0.1299450345 , 0.0204345138 , 0.0257214016 , 0.1299450345 , 0.0359739798 , 0.0405228509 , 0.0630349901 , 0.0786405210 , 0.1299450345 , 0.0229009558 , 0.046055603  , 0.0446107087
1991-04-06 , 0.1147939611 , 0.0171395194 , 0.0216762401 , 0.1147939611 , 0.0286842771 , 0.0324469107 , 0.0523071146 , 0.0646942138 , 0.1147939611 , 0.0188580265 , 0.0382893881 , 0.0362821790
1991-04-07 , 0.1124245679 , 0.0155879267 , 0.0204163445 , 0.1124245679 , 0.0257925951 , 0.0305688928 , 0.0483505955 , 0.0606247513 , 0.1124245679 , 0.0171130144 , 0.0352191360 , 0.0330852650
1991-04-08 , 0.1090339096 , 0.0145235980 , 0.0184095595 , 0.1090339096 , 0.0247937802 , 0.0290051496 , 0.046420613  , 0.0571984750 , 0.1090339096 , 0.0162632694 , 0.0337069194 , 0.0300165246
1991-04-09 , 0.1173235787 , 0.0145959360 , 0.0179235388 , 0.1173235787 , 0.0263643335 , 0.0292760213 , 0.0475475735 , 0.0587800484 , 0.1173235787 , 0.0172857779 , 0.0360511779 , 0.0304645962
1991-04-10 , 0.1502807476 , 0.0169668692 , 0.0204098171 , 0.1502807476 , 0.0329607503 , 0.0355099713 , 0.0578074420 , 0.0727354544 , 0.1502807476 , 0.0225353099 , 0.0467598808 , 0.0364113136
1991-04-11 , 0.1797098937 , 0.0192404287 , 0.0232293587 , 0.1797098937 , 0.0407005875 , 0.0425691392 , 0.0684225011 , 0.0875727901 , 0.1797098937 , 0.0279058385 , 0.0540231775 , 0.0433891012
1991-04-12 , 0.1806914859 , 0.0186723496 , 0.0238373933 , 0.1806914859 , 0.0434985125 , 0.0447789509 , 0.0704748647 , 0.0903158683 , 0.1806914859 , 0.0291653102 , 0.0523623714 , 0.0460897939
1991-04-13 , 0.1660602993 , 0.0170034903 , 0.0228589658 , 0.1660602993 , 0.0419779319 , 0.0431345055 , 0.0669698079 , 0.0851405956 , 0.1660602993 , 0.0278299684 , 0.0480046024 , 0.0450169316
1991-04-14 , 0.1527428238 , 0.0153817635 , 0.0213689733 , 0.1527428238 , 0.0394547780 , 0.0401202449 , 0.0632390057 , 0.0777979532 , 0.1527428238 , 0.0259814791 , 0.0437426814 , 0.0424451474
1991-04-15 , 0.1655568865 , 0.0146925183 , 0.0217230337 , 0.1655568865 , 0.0420311116 , 0.0419681125 , 0.0671452275 , 0.0785122340 , 0.1655568865 , 0.0278887713 , 0.0461148296 , 0.0438928674
1991-04-16 , 0.19917895   , 0.0155306215 , 0.0247261329 , 0.19917895   , 0.0501200357 , 0.0495455141 , 0.0799425479 , 0.0899284080 , 0.19917895   , 0.0334940027 , 0.0545509620 , 0.0508270264
1991-04-17 , 0.1935531616 , 0.0152915672 , 0.0245116623 , 0.1935531616 , 0.0496977064 , 0.0493048207 , 0.0786202323 , 0.0888044004 , 0.1935531616 , 0.0330643265 , 0.0534391050 , 0.0506738167
1991-04-18 , 0.1575743075 , 0.0133541530 , 0.0201897515 , 0.1575743075 , 0.0390811355 , 0.0395185681 , 0.0640318976 , 0.0726986921 , 0.1575743075 , 0.0260022198 , 0.0436695240 , 0.0409643103
1991-04-19 , 0.1383547041 , 0.0117335566 , 0.0172062061 , 0.1383547041 , 0.0317771205 , 0.0320283395 , 0.0542615962 , 0.0602153636 , 0.1383547041 , 0.0217151218 , 0.0381048413 , 0.0332931519
1991-04-20 , 0.1311871140 , 0.0103760331 , 0.0156454581 , 0.1311871140 , 0.0266938385 , 0.0279908922 , 0.0479921129 , 0.0511634544 , 0.1311871140 , 0.0185715852 , 0.0345503064 , 0.0282438207
1991-04-21 , 0.1270930255 , 0.0092675949 , 0.0145953142 , 0.1270930255 , 0.0241872999 , 0.0263030441 , 0.0439149786 , 0.0456244856 , 0.1270930255 , 0.0165090773 , 0.0318032441 , 0.0261581421
1991-04-22 , 0.1230108897 , 0.0087966919 , 0.0141007600 , 0.1230108897 , 0.0230186744 , 0.0254204078 , 0.0421994245 , 0.0439633405 , 0.1230108897 , 0.0159116957 , 0.0305613198 , 0.0252883910
1991-04-23 , 0.1191532559 , 0.0085207621 , 0.0136539317 , 0.1191532559 , 0.0222746390 , 0.0246066057 , 0.0408541643 , 0.0425711738 , 0.1191532559 , 0.0153967114 , 0.0295821296 , 0.0244822466
1991-04-24 , 0.1154018755 , 0.0082549484 , 0.0132233796 , 0.1154018755 , 0.0215579139 , 0.0238224171 , 0.0395570543 , 0.0412299261 , 0.1154018755 , 0.0149006031 , 0.0286381333 , 0.0237056873
1991-04-25 , 0.1117701283 , 0.0080142550 , 0.0128229777 , 0.1117701283 , 0.0208677503 , 0.0230722498 , 0.0383089419 , 0.0399538393 , 0.1117701283 , 0.0144233138 , 0.0277290627 , 0.0229775322
1991-04-26 , 0.1082867375 , 0.007917277  , 0.0125440526 , 0.1082867375 , 0.0202436234 , 0.0224090010 , 0.0371486664 , 0.0388762297 , 0.1082867375 , 0.0139816565 , 0.0268777918 , 0.0224354780
1991-04-27 , 0.1054013217 , 0.0086868851 , 0.0129646019 , 0.1054013217 , 0.0200077763 , 0.0222120496 , 0.0364785511 , 0.0394698532 , 0.1054013217 , 0.0137243059 , 0.0263366982 , 0.0230639421
1991-04-28 , 0.1033091792 , 0.0099425704 , 0.0144598219 , 0.1033091792 , 0.0201937499 , 0.0228255659 , 0.0366240888 , 0.0428522746 , 0.1033091792 , 0.0138089073 , 0.0263326575 , 0.0251414546
1991-04-29 , 0.1019802517 , 0.0109589753 , 0.0160886412 , 0.1019802517 , 0.0206414400 , 0.0234858477 , 0.0372652266 , 0.0481139288 , 0.1019802517 , 0.0139823488 , 0.0267919187 , 0.0265873095
1991-04-30 , 0.1025575426 , 0.0106428923 , 0.0152880349 , 0.1025575426 , 0.0220917171 , 0.0243317215 , 0.0393417641 , 0.0501412851 , 0.1025575426 , 0.0148623290 , 0.0285250345 , 0.0251098915
1991-05-01 , 0.1037169916 , 0.0104789733 , 0.0144951996 , 0.1037169916 , 0.0236565200 , 0.0244938319 , 0.0413742206 , 0.0479828164 , 0.1037169916 , 0.0168177851 , 0.0313550454 , 0.0253146701
1991-05-02 , 0.1004893621 , 0.0103443286 , 0.0140122025 , 0.1004893621 , 0.0227017154 , 0.0234761555 , 0.0405312997 , 0.0455102991 , 0.1004893621 , 0.0171105702 , 0.0309793825 , 0.0244563349
1991-05-03 , 0.0964080811 , 0.0093700832 , 0.0131655656 , 0.0964080811 , 0.0207726514 , 0.0220999257 , 0.0372171896 , 0.0409803038 , 0.0964080811 , 0.0150004776 , 0.0276052968 , 0.0228826453
1991-05-04 , 0.093142785  , 0.0084274857 , 0.0127270734 , 0.093142785  , 0.0192623138 , 0.0213746529 , 0.0346942336 , 0.0395072371 , 0.093142785  , 0.0134474578 , 0.025428009  , 0.0221396269
1991-05-05 , 0.0904502445 , 0.0081361557 , 0.0123726738 , 0.0904502445 , 0.0185916899 , 0.0207176491 , 0.0329659639 , 0.0383046751 , 0.0904502445 , 0.0129006986 , 0.0241513993 , 0.0215116712
1991-05-06 , 0.0878632440 , 0.0079383568 , 0.0120527761 , 0.0878632440 , 0.0180116300 , 0.0200874328 , 0.0319458290 , 0.0371525799 , 0.0878632440 , 0.0124970046 , 0.0233984912 , 0.0209384777
1991-05-07 , 0.0852213966 , 0.0078207792 , 0.0118361579 , 0.0852213966 , 0.0174556308 , 0.0195050274 , 0.0309742539 , 0.0360979999 , 0.0852213966 , 0.0121147862 , 0.0226780785 , 0.0205201889
1991-05-08 , 0.0837881512 , 0.0099790220 , 0.0140539098 , 0.0837881512 , 0.0181538900 , 0.0211073980 , 0.0315781628 , 0.0404359605 , 0.0837881512 , 0.0123301187 , 0.0230644368 , 0.0239936263
1991-05-09 , 0.0872907427 , 0.0136982106 , 0.0185904044 , 0.0872907427 , 0.0210537804 , 0.0262279652 , 0.0360614352 , 0.0542273909 , 0.0872907427 , 0.0139445411 , 0.0262801558 , 0.0304914685
1991-05-10 , 0.0917827253 , 0.0143606679 , 0.0194758663 , 0.0917827253 , 0.0257104237 , 0.0298701533 , 0.0424512509 , 0.0627219870 , 0.0917827253 , 0.0172809459 , 0.0322117841 , 0.0323632133
1991-05-11 , 0.0913653904 , 0.0196459735 , 0.0232725920 , 0.0913653904 , 0.0307409357 , 0.0344660723 , 0.0487088663 , 0.0734832199 , 0.0913653904 , 0.0214014406 , 0.0379159856 , 0.0402726349
1991-05-12 , 0.0890123155 , 0.0237421672 , 0.0270209700 , 0.0890123155 , 0.0298563780 , 0.0349739640 , 0.0472963828 , 0.0744256479 , 0.0890123155 , 0.0208592733 , 0.0364962541 , 0.0455044782
1991-05-13 , 0.0882601138 , 0.0229804144 , 0.0263367265 , 0.0882601138 , 0.0275866474 , 0.0339691445 , 0.0448028139 , 0.0712467051 , 0.0882601138 , 0.0192056442 , 0.0339434589 , 0.0440107839
1991-05-14 , 0.1010753349 , 0.0226786296 , 0.0275607073 , 0.1010753349 , 0.0329292297 , 0.0394175212 , 0.0518967099 , 0.0825478164 , 0.1010753349 , 0.0224159522 , 0.0399471282 , 0.0464394462
1991-05-15 , 0.1041141157 , 0.0197307445 , 0.0255841856 , 0.1041141157 , 0.0360543004 , 0.0399330420 , 0.0549261445 , 0.0807457817 , 0.1041141157 , 0.0247809798 , 0.0427238464 , 0.0452195908
1991-05-16 , 0.0901712841 , 0.0152425130 , 0.0194398103 , 0.0901712841 , 0.0292617515 , 0.0314428258 , 0.0453585165 , 0.0627599080 , 0.0901712841 , 0.0205442922 , 0.0354085145 , 0.0349945916
1991-05-17 , 0.0851982611 , 0.0118389554 , 0.0156778123 , 0.0851982611 , 0.0232559627 , 0.0253767790 , 0.0381437654 , 0.0483873155 , 0.0851982611 , 0.0169346561 , 0.0296042549 , 0.0277300234
1991-05-18 , 0.0812143255 , 0.0104947125 , 0.0146165918 , 0.0812143255 , 0.0199595203 , 0.0228999102 , 0.0340871599 , 0.0436800072 , 0.0812143255 , 0.0146636680 , 0.0257278866 , 0.0252946641
1991-05-19 , 0.0785406183 , 0.0097488967 , 0.0141963816 , 0.0785406183 , 0.0192111475 , 0.0222350508 , 0.0321371573 , 0.0425229390 , 0.0785406183 , 0.0132536853 , 0.0239094344 , 0.0244909499
1991-05-20 , 0.0788982956 , 0.0098925555 , 0.0142787792 , 0.0788982956 , 0.0198249675 , 0.0228517037 , 0.0323259706 , 0.0428601583 , 0.0788982956 , 0.0134360843 , 0.0237979607 , 0.0252691480
1991-05-21 , 0.1374898699 , 0.0103827582 , 0.0191355387 , 0.1374898699 , 0.0307402293 , 0.0349812259 , 0.0499361674 , 0.0606263337 , 0.1374898699 , 0.0230459707 , 0.0353049100 , 0.0366013137
1991-05-22 , 0.2967746876 , 0.0095871535 , 0.0309507017 , 0.2967746876 , 0.0566643890 , 0.0642015244 , 0.0968626799 , 0.1034493341 , 0.2967746876 , 0.0441605180 , 0.0653195980 , 0.0633360685
1991-05-23 , 0.4132475111 , 0.0089137324 , 0.0405618172 , 0.4132475111 , 0.0770751388 , 0.0868656864 , 0.1351198549 , 0.1406741672 , 0.4132475111 , 0.0565213803 , 0.0892780444 , 0.0860623959
1991-05-24 , 0.3473135489 , 0.0086446125 , 0.0364744963 , 0.3473135489 , 0.0693290428 , 0.0783541078 , 0.1133473149 , 0.1204541241 , 0.3473135489 , 0.0476181596 , 0.0763279101 , 0.0767447011
1991-05-25 , 0.2610078882 , 0.0083806920 , 0.0308162547 , 0.2610078882 , 0.0578074136 , 0.0648988512 , 0.0877148945 , 0.0992828934 , 0.2610078882 , 0.0370817961 , 0.0586586282 , 0.0655610262
1991-05-26 , 0.2204539688 , 0.0081718162 , 0.0276246246 , 0.2204539688 , 0.0525236341 , 0.0576695194 , 0.0747998837 , 0.0847900956 , 0.2204539688 , 0.0306316800 , 0.0491724368 , 0.0602159288
1991-05-27 , 0.2193695068 , 0.0079537849 , 0.0262061225 , 0.2193695068 , 0.0518555535 , 0.0555390534 , 0.0724008630 , 0.0752562345 , 0.2193695068 , 0.0276205556 , 0.0468475059 , 0.0587884973
1991-05-28 , 0.2854064659 , 0.0077145047 , 0.0275835956 , 0.2854064659 , 0.0602257057 , 0.0624257405 , 0.0856011567 , 0.0719308358 , 0.2854064659 , 0.0297899598 , 0.0550731517 , 0.0645955403
1991-05-29 , 0.4112558718 , 0.0074838143 , 0.0315988045 , 0.4112558718 , 0.0838352344 , 0.0802621347 , 0.1146681043 , 0.0745198568 , 0.4112558718 , 0.0370555736 , 0.0734296446 , 0.0850339536
1991-05-30 , 0.5341998065 , 0.0072616011 , 0.0371595594 , 0.5341998065 , 0.1083411323 , 0.1026618108 , 0.1452746921 , 0.0848527696 , 0.5341998065 , 0.0446343315 , 0.0920751500 , 0.1059546577
1991-05-31 , 0.7445175171 , 0.0070463957 , 0.0502226653 , 0.7445175171 , 0.1241430212 , 0.1367873579 , 0.1910607231 , 0.1043731689 , 0.7445175171 , 0.0582529704 , 0.1222141971 , 0.1067701552
1991-06-01 , 1.0298874467 , 0.0068391022 , 0.0639519585 , 1.0298874467 , 0.1399897822 , 0.1640799063 , 0.2484304923 , 0.1286207410 , 1.0298874467 , 0.0794744420 , 0.1671214915 , 0.1043068214
1991-06-02 , 1.2169514974 , 0.0066383644 , 0.0672252513 , 1.2169514974 , 0.1245309336 , 0.1528869628 , 0.2827110008 , 0.1366455078 , 1.2169514974 , 0.0908354582 , 0.1948203757 , 0.1003302680
1991-06-03 , 1.216752455  , 0.0064496076 , 0.0610062211 , 1.216752455  , 0.1121828433 , 0.1399789315 , 0.2817824752 , 0.1201431838 , 1.216752455  , 0.0878650805 , 0.1968137387 , 0.0879356100
